date,fiscal_year,product_id,product_name,category,consumption_tmt,consumption_mmt
2021-12-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,787.83,0.7878
2021-12-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,896.96,0.897
2021-12-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1356.17,1.3562
2022-01-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,7044.84,7.0448
2022-01-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3116.75,3.1168
2022-01-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2490.59,2.4906
2022-01-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,673.64,0.6736
2022-01-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1123.29,1.1233
2022-01-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1404.57,1.4046
2022-01-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,756.98,0.757
2022-01-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,830.94,0.8309
2022-01-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1315.19,1.3152
2022-02-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,7077.5,7.0775
2022-02-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3089.1,3.0891
2022-02-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2516.64,2.5166
2022-02-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,654.52,0.6545
2022-02-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1126.44,1.1264
2022-02-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1392.85,1.3928
2022-02-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,776.4,0.7764
2022-02-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,859.75,0.8598
2022-02-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1331.4,1.3314
2022-03-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,7448.93,7.4489
2022-03-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3255.09,3.2551
2022-03-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2678.88,2.6789
2022-03-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,692.43,0.6924
2022-03-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1177.37,1.1774
2022-03-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1492.0,1.492
2022-03-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,809.91,0.8099
2022-03-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,891.1,0.8911
2022-03-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1405.88,1.4059
2022-04-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7130.16,7.1302
2022-04-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3124.57,3.1246
2022-04-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2525.17,2.5252
2022-04-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,676.56,0.6766
2022-04-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1094.51,1.0945
2022-04-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1416.76,1.4168
2022-04-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,735.34,0.7353
2022-04-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,844.25,0.8442
2022-04-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1319.92,1.3199
2022-05-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7123.86,7.1239
2022-05-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3148.4,3.1484
2022-05-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2530.71,2.5307
2022-05-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,698.45,0.6985
2022-05-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1166.41,1.1664
2022-05-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1405.57,1.4056
2022-05-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,782.67,0.7827
2022-05-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,847.81,0.8478
2022-05-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1330.07,1.3301
2022-06-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7143.56,7.1436
2022-06-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3162.8,3.1628
2022-06-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2573.84,2.5738
2022-06-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,667.82,0.6678
2022-06-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1134.45,1.1344
2022-06-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1407.43,1.4074
2022-06-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,747.66,0.7477
2022-06-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,831.58,0.8316
2022-06-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1332.05,1.332
2022-07-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,6712.23,6.7122
2022-07-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2993.44,2.9934
2022-07-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2437.32,2.4373
2022-07-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,645.72,0.6457
2022-07-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1075.63,1.0756
2022-07-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1343.83,1.3438
2022-07-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,458.64,0.4586
2022-07-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,814.9,0.8149
2022-07-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1250.55,1.2506
2022-08-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,6723.11,6.7231
2022-08-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3018.45,3.0184
2022-08-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2440.46,2.4405
2022-08-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,620.01,0.62
2022-08-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1083.49,1.0835
2022-08-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1343.45,1.3435
2022-08-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,428.89,0.4289
2022-08-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,772.02,0.772
2022-08-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1255.65,1.2557
2022-09-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7204.74,7.2047
2022-09-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3211.49,3.2115
2022-09-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2595.78,2.5958
2022-09-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,660.19,0.6602
2022-09-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1156.61,1.1566
2022-09-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1435.75,1.4358
2022-09-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,753.38,0.7534
2022-09-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,883.39,0.8834
2022-09-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1357.0,1.357
2022-10-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7556.58,7.5566
2022-10-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3406.45,3.4064
2022-10-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2745.43,2.7454
2022-10-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,716.7,0.7167
2022-10-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1186.71,1.1867
2022-10-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1530.25,1.5303
2022-10-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,799.53,0.7995
2022-10-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,903.72,0.9037
2022-10-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1453.71,1.4537
2022-11-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7586.08,7.5861
2022-11-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3410.21,3.4102
2022-11-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2716.94,2.7169
2022-11-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,729.88,0.7299
2022-11-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1195.3,1.1953
2022-11-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1504.3,1.5043
2022-11-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,805.35,0.8054
2022-11-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,932.86,0.9329
2022-11-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1429.66,1.4297
2022-12-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7595.07,7.5951
2022-12-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3437.69,3.4377
2022-12-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2753.7,2.7537
2022-12-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,713.08,0.7131
2022-12-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1219.94,1.2199
2022-12-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1538.08,1.5381
2022-12-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,827.07,0.8271
2022-12-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,921.54,0.9215
2022-12-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1416.54,1.4165
2023-01-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7261.88,7.2619
2023-01-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3284.5,3.2845
2023-01-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2627.02,2.627
2023-01-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,672.95,0.673
2023-01-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1165.27,1.1653
2023-01-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1468.65,1.4687
2023-01-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,773.25,0.7732
2023-01-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,854.86,0.8549
2023-01-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1358.85,1.3588
2023-02-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7267.52,7.2675
2023-02-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3304.99,3.305
2023-02-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2669.18,2.6692
2023-02-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,696.15,0.6961
2023-02-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1158.29,1.1583
2023-02-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1449.76,1.4498
2023-02-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,762.53,0.7625
2023-02-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,885.88,0.8859
2023-02-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1383.47,1.3835
2023-03-01,FY 2022-23,PRD01,High Speed Diesel (HSD),Middle Distillate,7640.18,7.6402
2023-03-01,FY 2022-23,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3480.88,3.4809
2023-03-01,FY 2022-23,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2822.92,2.8229
2023-03-01,FY 2022-23,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,724.45,0.7245
2023-03-01,FY 2022-23,PRD05,Naphtha,Light Distillate,1235.46,1.2355
2023-03-01,FY 2022-23,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1518.29,1.5183
2023-03-01,FY 2022-23,PRD07,Bitumen,Heavy Ends,829.46,0.8295
2023-03-01,FY 2022-23,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,907.75,0.9077
2023-03-01,FY 2022-23,PRD09,Light Diesel Oil & Lubes,Others,1416.73,1.4167
2023-04-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7290.68,7.2907
2023-04-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3326.19,3.3262
2023-04-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2676.4,2.6764
2023-04-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,662.99,0.663
2023-04-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1187.98,1.188
2023-04-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1483.92,1.4839
2023-04-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,753.19,0.7532
2023-04-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,894.88,0.8949
2023-04-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1357.04,1.357
2023-05-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7323.72,7.3237
2023-05-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3350.4,3.3504
2023-05-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2692.36,2.6924
2023-05-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,683.69,0.6837
2023-05-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1194.98,1.195
2023-05-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1452.41,1.4524
2023-05-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,793.65,0.7936
2023-05-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,899.12,0.8991
2023-05-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1383.68,1.3837
2023-06-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7360.7,7.3607
2023-06-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3359.98,3.36
2023-06-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2718.53,2.7185
2023-06-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,686.74,0.6867
2023-06-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1198.5,1.1985
2023-06-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1474.88,1.4749
2023-06-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,780.85,0.7809
2023-06-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,904.59,0.9046
2023-06-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1369.29,1.3693
2023-07-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,6879.13,6.8791
2023-07-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3173.63,3.1736
2023-07-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2562.73,2.5627
2023-07-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,669.67,0.6697
2023-07-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1113.87,1.1139
2023-07-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1410.03,1.41
2023-07-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,424.51,0.4245
2023-07-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,827.51,0.8275
2023-07-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1293.25,1.2933
2023-08-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,6912.62,6.9126
2023-08-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3198.21,3.1982
2023-08-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2575.36,2.5754
2023-08-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,643.87,0.6439
2023-08-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1117.3,1.1173
2023-08-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1393.34,1.3933
2023-08-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,432.2,0.4322
2023-08-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,834.71,0.8347
2023-08-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1298.93,1.2989
2023-09-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7368.09,7.3681
2023-09-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3418.1,3.4181
2023-09-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2742.17,2.7422
2023-09-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,687.45,0.6875
2023-09-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1208.69,1.2087
2023-09-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1469.46,1.4695
2023-09-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,782.25,0.7823
2023-09-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,933.9,0.9339
2023-09-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1372.3,1.3723
2023-10-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7734.38,7.7344
2023-10-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3617.0,3.617
2023-10-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2859.89,2.8599
2023-10-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,727.06,0.7271
2023-10-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1284.63,1.2846
2023-10-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1542.38,1.5424
2023-10-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,805.23,0.8052
2023-10-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,916.84,0.9168
2023-10-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1474.66,1.4747
2023-11-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7787.13,7.7871
2023-11-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3615.82,3.6158
2023-11-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2914.29,2.9143
2023-11-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,753.4,0.7534
2023-11-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1282.61,1.2826
2023-11-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1566.05,1.566
2023-11-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,802.68,0.8027
2023-11-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,929.54,0.9295
2023-11-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1458.7,1.4587
2023-12-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7781.92,7.7819
2023-12-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3638.25,3.6383
2023-12-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2933.84,2.9338
2023-12-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,753.63,0.7536
2023-12-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1256.58,1.2566
2023-12-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1590.43,1.5904
2023-12-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,844.8,0.8448
2023-12-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,945.34,0.9453
2023-12-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1482.62,1.4826
2024-01-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7430.91,7.4309
2024-01-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3515.32,3.5153
2024-01-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2768.99,2.769
2024-01-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,693.67,0.6937
2024-01-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1200.5,1.2005
2024-01-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1509.59,1.5096
2024-01-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,820.62,0.8206
2024-01-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,901.43,0.9014
2024-01-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1381.47,1.3815
2024-02-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7457.22,7.4572
2024-02-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3512.59,3.5126
2024-02-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2773.89,2.7739
2024-02-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,703.21,0.7032
2024-02-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1181.75,1.1818
2024-02-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1497.03,1.497
2024-02-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,790.19,0.7902
2024-02-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,916.34,0.9163
2024-02-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1408.29,1.4083
2024-03-01,FY 2023-24,PRD01,High Speed Diesel (HSD),Middle Distillate,7812.98,7.813
2024-03-01,FY 2023-24,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3707.22,3.7072
2024-03-01,FY 2023-24,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2934.76,2.9348
2024-03-01,FY 2023-24,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,745.34,0.7453
2024-03-01,FY 2023-24,PRD05,Naphtha,Light Distillate,1257.03,1.257
2024-03-01,FY 2023-24,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1581.06,1.5811
2024-03-01,FY 2023-24,PRD07,Bitumen,Heavy Ends,853.72,0.8537
2024-03-01,FY 2023-24,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,959.75,0.9597
2024-03-01,FY 2023-24,PRD09,Light Diesel Oil & Lubes,Others,1500.83,1.5008
